ci_skipped,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,TFC,is_doc,is_build,is_meta,is_media,is_src,is_merge,FRM,COM,CFT,classif,prev_com_res,proj_recent_skip,comm_recent_skip,same_committer,is_fix,day_week,CM,commit_hash
1,1,1,1,0,2,2,1099,37,0.021111111,1,1388,25.91503282,699,1,0,0,0,0,1,0,0,0,0,7,1,3,3,1,0,2,3.489941985,2002ad395db449c6767e7a96180a27b611a21f81
1,1,1,1,0,5,0,1094,37,0.007951389,1,1387,24.91528315,698,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,0,1,3.17152761,ec9355708cba2363111512338f03d870c23fa64d
1,1,1,1,0,1,1,1969,50,0.007743056,1,1386,23.91539929,838,1,1,0,0,0,0,0,0,0,0,4,0,2,2,1,0,1,7.517520851,1257fd7989838a843b2a2bcd0e0c8b6468b01959
0,3,3,3,1.435520504,8,1,680,37,13.29421296,2,1385,22.91544279,655.3333333,2,0,0,0,0,0,0,0,0,0,2,0,2,2,1,1,1,6.583103446,e447db1bc7f8ca126e77b725610b4499449edd2a
0,3,3,3,1.094914318,14,0,1120,62,0.018032407,2,1384,21.91553339,654.3333333,2,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,1,3.17152761,0a9bfdd2433c9aba64ac4f9d600882ba5e99f708
1,2,2,2,0.721928095,10,0,691,37,0.012523148,2,1383,20.91558793,562.5,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,0,1,4.98181601,798397df55f848c77ea136608e2bc3008125aa97
1,1,1,1,0,8,4,289,5,0.011828704,1,1382,19.91561469,429,1,0,0,0,0,1,0,0,0,0,4,0,3,3,1,0,1,2.540787108,8ab42500b4d1b6cfa78a0b0f5c19331eb815267c
0,3,3,3,1.01543128,13,12,1115,62,0.001851852,1,1381,18.91565809,652.3333333,2,0,0,0,0,0,0,0,0,0,2,0,4,4,1,1,1,4.83542378,3bb0f7b31f60398123a79da40285b3668af651ee
0,3,3,3,1.224394445,8,1,1112.666667,62,26.52591821,3,1380,17.91565809,651.3333333,2,0,0,0,0,0,0,0,0,0,1,1,5,5,1,0,1,4.17897912,33bc3ee662be14d4cc04278613fe4d1d011dcad7
1,1,1,1,0,3,1,1964,50,39.27498843,1,1379,16.91575349,833,1,1,0,0,0,0,0,0,0,0,1,1,4,4,1,0,1,2.859450455,bbc2217f0d4d3bafc9975bf596fdf0e0fce9f5d5
1,1,1,1,0,1,1,101,2,341.8362037,1,1378,15.92956673,426,1,0,0,0,0,1,0,0,0,0,2,1,4,4,1,1,1,3.885806079,b503b14fc8d214e199beb8472b973de3d849c241
1,1,1,1,0,9,10,23,2,568.2131134,1,1377,17.86102746,692,1,0,0,0,0,1,0,0,0,0,4,1,4,4,1,0,5,4.810955433,d56fa7ab56a55f3c69255e96cb556a8b9624dbb1
1,1,1,1,0,1,1,38,5,0.008171296,1,1376,20.94231071,832,1,0,0,1,0,0,0,0,0,0,5,1,4,4,1,0,4,2.965586787,ab3de17eea922529a8c409ebe763f08b8e1c51ca
1,2,2,2,0.996791632,10,5,8,2,0.002494213,1,1375,19.94231071,628,1,0,0,0,0,0,0,0,0,0,5,0,4,4,1,0,4,3.930541691,ec2c5f1c6068a1d7d5312bd4d144a7969470d3ea
0,2,2,3,1.370950594,5,5,20.33333333,5,89.8460841,2,1374,18.94236496,627,2,0,0,0,0,0,0,0,0,0,5,1,5,5,1,0,4,2.965586787,bcc7dde351257b071f881c2425c90073d1fcef8a
1,1,1,1,0,1,1,38,5,12.79436343,1,1373,26.81617808,829,1,0,0,1,0,0,0,0,0,0,1,1,5,5,1,0,5,7.517520851,692ee639e1c90af9fcaa9d5280c149627a7770b2
1,1,1,1,0,1,1,437,5,8.296689815,1,1372,25.81617808,691,1,0,0,0,0,1,0,0,0,0,7,1,4,4,1,0,5,7.517520851,f34cd5e61e149702107e50f75c98084a0e0cc08f
1,1,1,1,0,1,4,28,4,60.99550926,1,1371,27.36684428,828,1,0,0,0,0,0,0,0,0,0,7,1,3,3,1,0,4,6.712801894,574970cf5854972b7f05a2eae910a3926449bc0a
